scene,platform_id,time,subswath,burst,lat,lon,dist_km,inc_deg,v_los_drift,method,v_los_pipe,residual
scene34,1401839,2025-07-04 17:00:00,iw1,0,-35.64449,27.158234,0.2170637051473831,30.79353904724121,0.0915112764401572,ocn_dc_stokes,,
scene34,1401839,2025-07-04 17:00:00,iw1,0,-35.64449,27.158234,0.2170637051473831,30.79353904724121,0.0915112764401572,ocn_dc_mouche,,
scene34,1401839,2025-07-04 17:00:00,iw1,0,-35.64449,27.158234,0.2170637051473831,30.79353904724121,0.0915112764401572,ocn_dc_full,,
scene35,5802012,2025-07-13 16:00:00,iw2,9,-30.88509,32.65497,9.365619518293206,36.20827102661133,0.149322102451786,ocn_dc_geom,-0.6163910031318665,-0.7657131055836525
scene35,5802012,2025-07-13 16:00:00,iw2,9,-30.88509,32.65497,9.365619518293206,36.20827102661133,0.149322102451786,ocn_dc_stokes,-0.5487097203731537,-0.6980318228249397
scene35,5802012,2025-07-13 16:00:00,iw2,9,-30.88509,32.65497,9.365619518293206,36.20827102661133,0.149322102451786,ocn_dc_mouche,-0.34999457001686096,-0.49931667246864697
scene35,5802012,2025-07-13 16:00:00,iw2,9,-30.88509,32.65497,9.365619518293206,36.20827102661133,0.149322102451786,ocn_dc_full,-0.10151827335357666,-0.25084037580536267
scene38,1401839,2025-09-17 17:00:00,iw2,4,-36.18929,22.974976,0.1762181515495179,40.610496520996094,-0.233469917194595,ocn_dc_geom,-0.3260791599750519,-0.09260924278045687
scene38,1401839,2025-09-17 17:00:00,iw2,4,-36.18929,22.974976,0.1762181515495179,40.610496520996094,-0.233469917194595,ocn_dc_stokes,-0.4075864925980568,-0.1741165754034618
scene38,1401839,2025-09-17 17:00:00,iw2,4,-36.18929,22.974976,0.1762181515495179,40.610496520996094,-0.233469917194595,ocn_dc_mouche,-0.7070392742753029,-0.4735693570807079
scene38,1401839,2025-09-17 17:00:00,iw2,4,-36.18929,22.974976,0.1762181515495179,40.610496520996094,-0.233469917194595,ocn_dc_full,-0.550552137196064,-0.317082220001469
scene4,1401838,2026-02-13 17:00:00,iw2,0,-37.296,20.834,0.6750651660115411,38.11084365844727,-0.0926343804860115,ocn_dc_geom,0.6258668303489685,0.71850121083498
scene4,1401838,2026-02-13 17:00:00,iw2,0,-37.296,20.834,0.6750651660115411,38.11084365844727,-0.0926343804860115,ocn_dc_stokes,0.4880564212799072,0.5806908017659187
scene4,1401838,2026-02-13 17:00:00,iw2,0,-37.296,20.834,0.6750651660115411,38.11084365844727,-0.0926343804860115,ocn_dc_mouche,0.10757207870483398,0.20020645919084548
scene4,1401838,2026-02-13 17:00:00,iw2,0,-37.296,20.834,0.6750651660115411,38.11084365844727,-0.0926343804860115,ocn_dc_full,0.36190885305404663,0.4545432335400581
scene40,1701608,2025-09-22 17:00:00,iw3,1,-36.83463,21.91246,1.171068248960741,44.11090087890625,-0.4907456707408807,ocn_dc_geom,-0.22829659283161163,0.2624490779092691
scene40,1701608,2025-09-22 17:00:00,iw3,1,-36.83463,21.91246,1.171068248960741,44.11090087890625,-0.4907456707408807,ocn_dc_stokes,-0.3387576639652252,0.1519880067756555
scene40,1701608,2025-09-22 17:00:00,iw3,1,-36.83463,21.91246,1.171068248960741,44.11090087890625,-0.4907456707408807,ocn_dc_mouche,-0.7651500403881073,-0.2744043696472266
scene40,1701608,2025-09-22 17:00:00,iw3,1,-36.83463,21.91246,1.171068248960741,44.11090087890625,-0.4907456707408807,ocn_dc_full,-0.694938451051712,-0.20419278031083132
scene42,5801988,2025-10-03 17:00:00,iw2,3,-34.21777,29.841095,0.8692506694446709,37.255313873291016,-0.0396182826696037,ocn_dc_geom,-1.1485682725906372,-1.1089499899210336
scene42,5801988,2025-10-03 17:00:00,iw2,3,-34.21777,29.841095,0.8692506694446709,37.255313873291016,-0.0396182826696037,ocn_dc_stokes,-1.142522375099361,-1.1029040924297573
scene42,5801988,2025-10-03 17:00:00,iw2,3,-34.21777,29.841095,0.8692506694446709,37.255313873291016,-0.0396182826696037,ocn_dc_mouche,-0.9403815818950534,-0.9007632992254497
scene42,5801988,2025-10-03 17:00:00,iw2,3,-34.21777,29.841095,0.8692506694446709,37.255313873291016,-0.0396182826696037,ocn_dc_full,-0.6682445360347629,-0.6286262533651592
scene45,1801685,2025-10-11 17:00:00,iw2,8,-35.51745,22.795837,1.842498911226598,40.967716217041016,-0.805650631384552,ocn_dc_geom,-1.2077229022979736,-0.4020722709134217
